chr	region_start	region_end	phenotype_id
chr4	167106	2165641	ENSG00000159674.11_14
chr3	125704544	127703942	ENSG00000159685.10_12
chr4	212656	2211441	ENSG00000159692.15_1
chr16	66438575	68435395	ENSG00000159720.11_4
chr4	1269733	3269117	ENSG00000159733.13_12
chr16	66646140	68644843	ENSG00000159753.13_36
chr4	2293157	4292524	ENSG00000159788.18_1
chr7	142619093	144380523	ENSG00000159840.15_4
chr17	151035	2003484	ENSG00000159842.14_37
chr9	34794593	36791535	ENSG00000159899.14_9
chr1	9459230	11456464	ENSG00000160049.11_4
chr1	31200416	33196952	ENSG00000160050.14_5
chr1	31214812	33213346	ENSG00000160055.19_4
chr1	31365406	33364812	ENSG00000160058.18_11
chr1	758351	2471060	ENSG00000160072.19_10
chr19	16233003	18231667	ENSG00000160113.5_3
chr21	41473447	43404383	ENSG00000160188.9_5
chr21	41653781	43652740	ENSG00000160191.17_8
chr21	41843212	43842891	ENSG00000160193.11_5
chr21	41880047	43878030	ENSG00000160194.17_6
chr21	42053493	44051803	ENSG00000160200.17_8
chr21	42773720	44772404	ENSG00000160213.6_1
chr21	42790676	44788568	ENSG00000160214.12_4
chr21	42865607	44865159	ENSG00000160216.18_15
chr21	43329060	45328609	ENSG00000160226.15_4
chr21	43886219	45885691	ENSG00000160255.17_8
chr21	43940981	45939706	ENSG00000160256.12_7
chr9	132097846	134097155	ENSG00000160271.14_13
chr21	45136301	46689718	ENSG00000160282.13_14
chr21	45188555	46689718	ENSG00000160285.14_4
chr21	45324284	46681423	ENSG00000160299.16_18
chr21	45600271	46681423	ENSG00000160307.9_3
chr21	45641353	46680243	ENSG00000160310.17_9
chr9	132414410	134413918	ENSG00000160323.18_21
chr9	132460035	134459613	ENSG00000160325.14_7
chr19	39320662	41319286	ENSG00000160392.13_7
chr9	126731635	128730861	ENSG00000160404.17_2
chr9	126886252	128884885	ENSG00000160408.14_4
chr19	39577159	41575555	ENSG00000160410.14_11
chr19	54039429	56038868	ENSG00000160439.15_10
chr9	127731234	129729559	ENSG00000160445.10_14
chr19	54282847	56281279	ENSG00000160469.16_17
chr9	130289462	132289159	ENSG00000160539.4_2
chr19	41199355	43198592	ENSG00000160570.13_8
chr11	115844054	117842172	ENSG00000160584.15_18
chr11	117227236	119226075	ENSG00000160588.9_3
chr11	117194760	119193684	ENSG00000160593.18_2
chr17	27726517	29724122	ENSG00000160602.13_9
chr11	116204417	118203622	ENSG00000160613.12_8
chr1	154004129	155999612	ENSG00000160685.13_4
chr1	153989308	155981711	ENSG00000160688.18_4
chr11	118069617	120067073	ENSG00000160695.14_5
chr1	152947706	154947089	ENSG00000160741.16_8
chr1	154309204	156308384	ENSG00000160752.14_9
chr1	154247242	156246108	ENSG00000160767.20_3
chr1	155215184	157211757	ENSG00000160783.19_9
chr1	155035842	157034072	ENSG00000160803.7_4
chr1	155601818	157592787	ENSG00000160818.16_5
chr7	98967980	100959868	ENSG00000160862.12_3
chr8	142018013	144016432	ENSG00000160932.10_7
chr8	143518373	145075236	ENSG00000160959.7_2
chr8	143478470	145075236	ENSG00000160972.9_7
chr7	101433180	103432920	ENSG00000160991.15_3
chr5	178835150	180834219	ENSG00000161010.14_3
chr5	178806978	180806240	ENSG00000161011.19_8
chr8	143791908	145075236	ENSG00000161016.17_4
chr5	178733100	180732280	ENSG00000161021.11_5
chr7	101465018	103463961	ENSG00000161036.12_2
chr3	183175215	185174290	ENSG00000161203.13_5
chr3	195214520	197213087	ENSG00000161217.11_10
chr19	34499058	36497117	ENSG00000161249.20_9
chr19	34743430	36741866	ENSG00000161265.14_6
chr3	196511120	198176065	ENSG00000161267.11_6
chr19	35151394	37150747	ENSG00000161281.10_2
chr17	38671178	40670810	ENSG00000161395.13_5
chr17	73863013	75861225	ENSG00000161513.11_13
chr17	74667381	76666998	ENSG00000161526.14_5
chr17	74941510	76941316	ENSG00000161533.11_10
chr17	75309756	77309000	ENSG00000161542.16_13
chr19	50804835	52804405	ENSG00000161551.14_7
chr19	47332834	49331198	ENSG00000161558.10_8
chr19	48388280	50387070	ENSG00000161609.9_20
chr19	48454240	50451493	ENSG00000161618.9_16
chr12	53374856	55369073	ENSG00000161642.17_4
chr17	42808235	44799497	ENSG00000161647.18_18
chr19	49476636	51476253	ENSG00000161671.16_8
chr19	49507121	51505500	ENSG00000161677.11_2
chr17	44109054	46108935	ENSG00000161714.11_8
chr12	48638358	50636052	ENSG00000161791.13_28
chr12	48962359	50961818	ENSG00000161798.6_2
chr6	32721673	34721635	ENSG00000161896.11_2
chr6	32772111	34770426	ENSG00000161904.11_3
chr17	3734040	5733077	ENSG00000161921.14_4
chr17	4210465	6208202	ENSG00000161929.14_4
chr17	6101538	8100803	ENSG00000161944.16_5
chr17	6558458	8557626	ENSG00000161955.16_2
chr17	6564749	8561538	ENSG00000161956.12_6
chr17	6573171	8571477	ENSG00000161960.14_2
chr16	27622	1559943	ENSG00000161992.5_1
chr16	27622	1648951	ENSG00000161996.18_38
chr16	33802	1681379	ENSG00000161999.11_8
chr16	2027897	4027460	ENSG00000162069.14_1
chr16	1883769	3881575	ENSG00000162076.12_3
chr11	61339053	63336842	ENSG00000162174.12_4
chr11	61728800	63726447	ENSG00000162222.13_2
chr11	61792609	63791940	ENSG00000162231.13_15
chr11	63359382	65357981	ENSG00000162302.12_15
chr11	67314118	69312277	ENSG00000162337.11_26
chr11	68049469	70046368	ENSG00000162341.16_22
chr1	46184446	48181934	ENSG00000162366.7_3
chr1	47727533	49726478	ENSG00000162373.12_4
chr1	52216882	54213845	ENSG00000162384.13_2
chr1	27669961	29668728	ENSG00000162419.12_2
chr1	24803592	26798054	ENSG00000162430.16_3
chr1	64147926	66146821	ENSG00000162433.14_2
chr1	63833589	65832478	ENSG00000162434.11_5
chr1	8922212	10921459	ENSG00000162441.11_6
chr1	14758350	16681360	ENSG00000162458.12_4
chr1	18282752	20281707	ENSG00000162482.4_5
chr1	11567992	13566104	ENSG00000162496.8_5
chr1	29733924	31731656	ENSG00000162511.7_3
chr1	30630787	32629621	ENSG00000162517.12_4
chr1	19482508	21480347	ENSG00000162545.5_2
chr1	20510587	22509184	ENSG00000162551.13_8
chr1	21120390	23115772	ENSG00000162552.14_4
chr1	1184478	3182630	ENSG00000162585.16_12
chr1	2491175	4489873	ENSG00000162591.15_37
chr1	57416086	59415332	ENSG00000162600.11_9
chr1	57654817	59654289	ENSG00000162601.9_15
chr1	60681799	62679768	ENSG00000162604.12_3
chr1	76944724	78943985	ENSG00000162613.16_3
chr1	76892011	78887970	ENSG00000162614.18_6
chr1	76980827	78979060	ENSG00000162616.8_5
chr1	88106781	90103803	ENSG00000162645.12_8
chr1	108483902	110483234	ENSG00000162650.16_5
chr1	88995231	90994879	ENSG00000162664.16_6
chr1	159277448	161275881	ENSG00000162735.18_4
chr1	159343284	161342866	ENSG00000162736.15_13
chr1	160624448	162622912	ENSG00000162747.9_6
chr1	211858283	213853913	ENSG00000162769.12_8
chr1	110187421	112186916	ENSG00000162777.16_11
chr2	239999118	241997865	ENSG00000162804.13_28
chr2	47440990	49439509	ENSG00000162869.15_25
chr2	41048432	43047951	ENSG00000162878.12_2
chr2	41767277	43766583	ENSG00000162882.14_6
chr1	205685945	207684428	ENSG00000162889.10_8
chr1	205905269	207904298	ENSG00000162894.11_4
chr1	222701624	224700789	ENSG00000162909.17_2
chr1	227108015	229095394	ENSG00000162910.18_2
chr1	223385255	225384562	ENSG00000162923.14_17
chr2	59940362	61939731	ENSG00000162927.13_4
chr1	227408265	229407122	ENSG00000162931.11_3
chr2	30868857	32865600	ENSG00000162961.13_5
chr2	10155390	12154858	ENSG00000162976.12_6
chr2	54524834	56519496	ENSG00000163001.11_5
chr2	72894314	74891729	ENSG00000163017.13_5
chr2	16539179	18538139	ENSG00000163032.11_5
chr1	225062231	227061687	ENSG00000163041.9_5
chr1	225898438	227896457	ENSG00000163050.16_12
chr4	51811015	53020588	ENSG00000163069.12_3
chr2	167787535	169784946	ENSG00000163072.15_15
chr1	149740448	151729587	ENSG00000163131.10_7
chr4	19697060	21695496	ENSG00000163138.18_15
chr1	150036614	152035123	ENSG00000163141.18_9
chr1	150157141	152155645	ENSG00000163156.11_5
chr2	100271813	102270668	ENSG00000163162.8_9
chr2	126436436	128436085	ENSG00000163166.14_17
chr1	151908617	153907268	ENSG00000163207.6_1
chr1	152002618	154000695	ENSG00000163209.14_3
chr1	152039910	154039525	ENSG00000163216.6_3
chr2	67679681	69679526	ENSG00000163219.11_10
chr1	153502839	155498941	ENSG00000163239.12_9
chr4	43683444	45682025	ENSG00000163281.11_2
chr4	77888375	79886782	ENSG00000163291.14_6
chr4	82457719	84455887	ENSG00000163319.10_3
chr2	157797779	159795171	ENSG00000163331.11_3
chr1	153926078	155923997	ENSG00000163344.5_1
chr2	236324535	238323285	ENSG00000163359.15_43
chr1	154661037	156659245	ENSG00000163374.19_2
chr3	67975432	69975209	ENSG00000163378.13_4
chr3	118468974	120467653	ENSG00000163389.10_5
chr1	200191728	202190794	ENSG00000163395.16_21
chr3	70678176	72675186	ENSG00000163412.12_6
chr3	119392915	121391806	ENSG00000163430.11_2
chr1	200896640	202895221	ENSG00000163431.12_2
chr4	56031088	58030188	ENSG00000163453.11_5
chr2	217219866	219212683	ENSG00000163466.15_8
chr1	155309691	157308777	ENSG00000163468.14_9
chr1	155283042	157282872	ENSG00000163472.18_3
chr2	217665595	219663289	ENSG00000163481.7_10
chr3	27317129	29313674	ENSG00000163512.13_9
chr3	12550090	14548862	ENSG00000163520.13_15
chr1	203828943	205828285	ENSG00000163531.15_16
chr1	156795125	158794193	ENSG00000163534.14_5
chr3	166735921	168734787	ENSG00000163536.12_5
chr3	32496299	34495928	ENSG00000163539.16_9
chr2	83424169	85423246	ENSG00000163541.11_10
chr1	157833087	159831284	ENSG00000163563.7_5
chr1	158000068	159999218	ENSG00000163565.18_11
chr3	112002763	114000593	ENSG00000163608.14_8
chr4	72397767	74396961	ENSG00000163631.16_15
chr3	62834210	64833675	ENSG00000163634.11_4
chr3	63010575	65010527	ENSG00000163636.10_3
chr3	156147057	158146252	ENSG00000163660.11_15
chr4	38453318	40452155	ENSG00000163682.15_4
chr3	57239897	59237079	ENSG00000163686.14_4
chr3	57192563	59190925	ENSG00000163687.13_5
chr3	8902760	10902318	ENSG00000163701.18_7
chr3	8917188	10916591	ENSG00000163702.18_8
chr3	8933854	10933662	ENSG00000163703.17_11
chr3	141816716	143815843	ENSG00000163710.7_11
chr3	141964721	143964497	ENSG00000163714.17_30
chr3	147992456	149991217	ENSG00000163754.17_11
chr3	133065603	135063964	ENSG00000163785.12_11
chr2	27895267	29894236	ENSG00000163811.11_19
chr3	43916190	45914618	ENSG00000163812.13_10
chr3	44002852	46000581	ENSG00000163815.5_3
chr3	138560708	140560110	ENSG00000163864.15_6
chr3	126573860	128571240	ENSG00000163870.14_14
chr3	182697903	184696252	ENSG00000163872.15_22
chr1	36534625	38534434	ENSG00000163877.10_3
chr1	36557845	38549069	ENSG00000163879.10_3
chr3	183361989	185361699	ENSG00000163882.9_7
chr3	128440516	130439499	ENSG00000163913.11_22
chr3	52226766	54224405	ENSG00000163931.15_6
chr3	52156641	54154419	ENSG00000163932.13_6
chr3	52089297	54088037	ENSG00000163933.9_12
chr3	195674371	197621915	ENSG00000163964.14_7
chr4	6966463	8964810	ENSG00000163995.19_20
chr1	41767537	43767255	ENSG00000164008.14_5
chr4	97995783	99992292	ENSG00000164024.11_17
chr4	99395495	101395285	ENSG00000164035.9_14
chr4	102020284	104019855	ENSG00000164038.14_1
chr4	102080284	104079101	ENSG00000164039.14_2
chr3	47244032	49240565	ENSG00000164048.13_4
chr3	47409921	49403658	ENSG00000164050.12_23
chr3	47448330	49445760	ENSG00000164053.19_13
chr3	47469288	49466685	ENSG00000164054.15_8
chr3	48674934	50673652	ENSG00000164062.12_2
chr3	48909731	50907148	ENSG00000164077.13_6
chr3	48887467	50884231	ENSG00000164078.12_20
chr4	118298013	120296013	ENSG00000164096.12_2
chr4	172388043	174384435	ENSG00000164106.7_5
chr4	119058178	121055289	ENSG00000164109.13_4
chr4	120668655	122667681	ENSG00000164111.14_2
chr4	173492497	175489436	ENSG00000164120.13_5
chr4	175216323	177213580	ENSG00000164122.8_8
chr4	140637420	142636130	ENSG00000164136.16_3
chr4	143832876	145830055	ENSG00000164162.12_12
chr4	144103646	146096296	ENSG00000164163.10_11
chr5	59945907	61942837	ENSG00000164182.10_5
chr5	110496659	112495852	ENSG00000164211.12_5
chr5	114267229	116266718	ENSG00000164221.12_10
chr5	9276374	11275813	ENSG00000164237.8_2
chr5	126042693	128041177	ENSG00000164241.13_4
chr5	76426368	78425819	ENSG00000164253.13_13
chr5	52561353	54560618	ENSG00000164258.11_4
chr5	94555386	96554800	ENSG00000164291.16_5
chr5	94713709	96713239	ENSG00000164292.12_10
chr5	54160750	56159330	ENSG00000164294.13_2
chr5	95760858	97727527	ENSG00000164307.12_12
chr5	95876057	97875407	ENSG00000164308.16_17
chr5	78614100	80605332	ENSG00000164329.13_4
chr4	185210494	187208141	ENSG00000164344.15_16
chr5	73767845	75766625	ENSG00000164346.9_5
chr5	73722202	75721164	ENSG00000164347.17_20
chr5	12225	1196400	ENSG00000164366.3_2
chr5	131750882	133747953	ENSG00000164402.13_12
chr5	131823074	133822136	ENSG00000164403.14_5
chr5	131866764	133866276	ENSG00000164405.10_2
chr6	86470645	88470218	ENSG00000164414.17_4
chr7	22505110	24504569	ENSG00000164548.10_4
chr5	153446504	155445665	ENSG00000164576.11_3
chr5	149442941	151441466	ENSG00000164587.11_3
chr5	159402281	161401577	ENSG00000164609.9_3
chr5	133738787	135735823	ENSG00000164615.4_2
chr5	140637262	142636150	ENSG00000164620.8_3
chr7	6568883	8566851	ENSG00000164654.15_2
chr8	80736082	82731597	ENSG00000164695.4_2
chr7	97253338	99252379	ENSG00000164713.9_5
chr8	10842744	12841893	ENSG00000164733.20_19
chr7	44574649	46573780	ENSG00000164742.14_10
chr8	72064601	74064291	ENSG00000164764.10_4
chr7	55082117	57062828	ENSG00000164776.9_7
chr7	34918	1726446	ENSG00000164818.15_10
chr7	34918	1815895	ENSG00000164828.17_15
chr8	105359952	107357824	ENSG00000164830.18_18
chr7	44935	2044147	ENSG00000164849.9_5
chr7	610661	2232487	ENSG00000164853.8_3
chr7	428661	2426711	ENSG00000164877.18_17
chr7	610661	2470135	ENSG00000164880.15_19
chr7	150077214	152075039	ENSG00000164896.19_4
chr8	98873262	100872890	ENSG00000164919.10_4
chr8	102144698	104139483	ENSG00000164929.16_5
chr8	102299181	104298151	ENSG00000164930.11_6
chr8	102371628	104371050	ENSG00000164932.12_5
chr8	102399103	104398409	ENSG00000164933.11_2
chr8	102414922	104414694	ENSG00000164934.13_3
chr8	93926118	95925540	ENSG00000164938.13_4
chr8	93814630	95813143	ENSG00000164941.13_24
chr8	92757290	94752447	ENSG00000164953.15_17
chr9	33330399	35329334	ENSG00000164978.17_2
chr9	103764325	105763417	ENSG00000165028.11_4
chr7	127477120	129475395	ENSG00000165055.15_2
chr8	131685110	133684432	ENSG00000165071.14_13
chr8	42141096	43965763	ENSG00000165102.14_18
chr9	82740565	84737873	ENSG00000165113.12_13
chr9	82971586	84967912	ENSG00000165119.20_2
chr9	97731349	99723627	ENSG00000165138.17_6
chr9	93603330	95603061	ENSG00000165140.9_6
chr9	124262761	126260455	ENSG00000165219.21_5
chr9	92097713	94096147	ENSG00000165233.17_3
chr9	31553848	33552501	ENSG00000165264.10_3
chr9	32383710	34382728	ENSG00000165269.12_2
chr9	34056148	36051606	ENSG00000165280.15_2
chr10	30805570	32804565	ENSG00000165322.17_8
chr10	44454958	46397398	ENSG00000165406.15_8
chr14	33708421	35706334	ENSG00000165410.14_2
chr13	51653202	53652489	ENSG00000165416.14_4
chr10	58662068	60650747	ENSG00000165449.11_7
chr13	19404860	21402698	ENSG00000165475.13_2
chr14	48598782	50595737	ENSG00000165501.16_5
chr14	48625388	50624725	ENSG00000165506.14_2
chr11	125202762	127199308	ENSG00000165526.8_4
chr14	87824167	89822627	ENSG00000165533.18_19
chr10	11167039	13165227	ENSG00000165609.12_5
chr10	6788746	8787657	ENSG00000165629.19_2
chr10	74210159	76209749	ENSG00000165637.13_3
chr9	135402312	137401656	ENSG00000165689.16_3
chr14	19990549	21989226	ENSG00000165792.17_3
chr14	20017005	22015759	ENSG00000165795.23_11
chr14	20070426	22068610	ENSG00000165801.9_5
chr9	136449343	138217672	ENSG00000165802.21_6
chr5	180043642	181288809	ENSG00000165810.16_12
chr14	20498877	22495897	ENSG00000165819.11_7
chr11	46185326	48177153	ENSG00000165912.15_4
chr14	89524596	91522232	ENSG00000165914.14_22
chr11	46420976	48397653	ENSG00000165915.13_7
chr11	46438488	48437084	ENSG00000165917.9_3
chr14	93082393	95081118	ENSG00000165948.10_6
chr14	93106510	95101666	ENSG00000165949.12_5
chr14	94182067	96181368	ENSG00000165959.11_18
chr10	15437117	17435587	ENSG00000165983.14_5
chr10	16589181	18588628	ENSG00000165996.13_2
chr11	92730950	94729927	ENSG00000166012.16_16
chr10	97134687	99134418	ENSG00000166024.13_5
chr11	93707135	95706240	ENSG00000166025.17_5
chr15	57410682	59410044	ENSG00000166035.10_11
chr11	94792455	96789873	ENSG00000166037.10_9
chr14	22377315	24376635	ENSG00000166091.19_4
chr11	133274351	135075871	ENSG00000166105.15_18
chr15	62191676	64189051	ENSG00000166128.12_7
chr10	99524480	101521919	ENSG00000166136.15_6
chr15	39807568	41806861	ENSG00000166140.17_10
chr15	39844167	41844001	ENSG00000166145.14_7
chr14	102519735	104519255	ENSG00000166165.12_6
chr10	100578929	102578632	ENSG00000166169.16_4
chr10	100571390	102570320	ENSG00000166171.12_9
chr14	103086061	105083876	ENSG00000166183.15_15
chr11	42881051	44880418	ENSG00000166199.12_7
chr10	69882925	71882148	ENSG00000166228.8_5
chr17	53968893	55968085	ENSG00000166263.13_12
chr10	101743975	103743078	ENSG00000166272.16_5
chr10	71216306	73215414	ENSG00000166295.8_1
chr11	5390514	7390421	ENSG00000166311.9_3
chr11	5604021	7602785	ENSG00000166333.13_4
chr11	5613025	7612675	ENSG00000166340.15_6
chr10	72499757	74491815	ENSG00000166348.18_22
chr11	35594575	37594368	ENSG00000166352.15_4
chr18	78069588	80069030	ENSG00000166377.19_37
chr11	6665299	8664521	ENSG00000166394.14_10
chr18	62970420	64969279	ENSG00000166401.14_5
chr11	7106357	9105583	ENSG00000166405.14_7
chr15	77132886	79130395	ENSG00000166411.13_8
chr15	77340486	79340143	ENSG00000166426.7_2
chr11	7693648	9693031	ENSG00000166444.18_24
chr16	80006686	82004268	ENSG00000166451.13_9
chr11	7911279	9910926	ENSG00000166452.11_4
chr15	82113300	84112221	ENSG00000166503.8_9
chr7	99093062	101092230	ENSG00000166508.17_3
chr12	7682016	9681287	ENSG00000166532.15_4
chr12	7822618	9821514	ENSG00000166535.19_36
chr17	7414742	9410824	ENSG00000166579.15_4
chr17	15342620	17342061	ENSG00000166582.9_2
chr12	102930114	104926827	ENSG00000166598.14_21
chr16	9326622	11326328	ENSG00000166669.13_17
chr11	112688086	114686546	ENSG00000166682.10_3
chr17	72193100	74192407	ENSG00000166685.11_10
chr15	83749982	85748411	ENSG00000166716.9_11
chr15	43289100	45288088	ENSG00000166734.18_13
chr15	42630458	44610579	ENSG00000166762.16_14
chr11	56645298	58644954	ENSG00000166793.10_4
chr15	63072584	65070697	ENSG00000166797.10_4
chr16	74444848	76442959	ENSG00000166822.12_3
chr15	88784940	90784611	ENSG00000166825.13_12
chr15	63912671	65911379	ENSG00000166839.16_13
chr15	64148225	66146623	ENSG00000166855.9_7
chr15	41159109	43158005	ENSG00000166887.15_3
chr12	56098096	58093272	ENSG00000166888.11_5
chr12	56593395	58590877	ENSG00000166908.17_7
chr15	29940781	31938056	ENSG00000166912.16_14
chr20	43885926	45884718	ENSG00000166913.12_3
chr7	99465075	101463325	ENSG00000166925.8_4
chr11	59378711	61367060	ENSG00000166927.12_3
chr15	65293399	67293123	ENSG00000166938.12_18
chr15	42187208	44183891	ENSG00000166946.13_3
chr12	56477530	58475306	ENSG00000166986.14_10
chr12	56521763	58520503	ENSG00000166987.14_16
chr22	40699954	42699467	ENSG00000167077.12_27
chr9	124747498	126747293	ENSG00000167081.16_7
chr17	48404601	50403963	ENSG00000167085.11_6
chr17	49428866	51424923	ENSG00000167107.12_16
chr9	127412817	129411734	ENSG00000167123.18_15
chr9	128081746	130079564	ENSG00000167130.17_6
chr15	74904376	76903145	ENSG00000167196.13_3
chr15	76985005	78984037	ENSG00000167202.11_9
chr16	66993479	68986902	ENSG00000167261.13_10
chr12	119579301	121575136	ENSG00000167272.10_3
chr17	78076363	80074434	ENSG00000167280.16_9
chr17	78090264	80089287	ENSG00000167281.18_13
chr11	117402223	119399242	ENSG00000167283.7_4
chr11	2854651	4852094	ENSG00000167323.11_24
chr16	28811776	30809545	ENSG00000167371.17_2
chr19	43474863	45474214	ENSG00000167384.10_7
chr16	30091481	32024939	ENSG00000167397.14_2
chr19	45634943	47633687	ENSG00000167414.4_2
chr19	15067100	17065053	ENSG00000167460.14_14
chr19	226776	2102825	ENSG00000167468.16_2
chr19	1252312	3251996	ENSG00000167476.10_9
chr19	16523547	18522945	ENSG00000167483.17_15
chr16	87651946	89651336	ENSG00000167508.11_10
chr16	88560676	90178093	ENSG00000167526.13_2
chr17	28572484	30566010	ENSG00000167543.15_6
chr12	48019586	50016750	ENSG00000167548.14_53
chr17	28620028	30614225	ENSG00000167549.18_3
chr19	51397911	53397633	ENSG00000167555.13_5
chr19	39441383	41439943	ENSG00000167565.12_3
chr19	40219656	42214443	ENSG00000167601.11_13
chr19	53354185	55348071	ENSG00000167613.15_8
