Enseml.Gene.Id	Enseml.Prot.Id	UniProt.Id
ENSG00000119231.11	ENSP00000327197.5	Q96HI0
ENSG00000119326.15	ENSP00000320434.4	Q9UBT7
ENSG00000119328.12	ENSP00000363753.3	Q9NX38
ENSG00000119396.11	ENSP00000362946.4	P61106
ENSG00000119411.11	ENSP00000363298.4	Q5W0U4
ENSG00000119421.7	ENSP00000362873.3	P51970
ENSG00000119471.15	ENSP00000381785.3	Q6YN16
ENSG00000119522.17	ENSP00000377763.4	Q8TEH3
ENSG00000119638.14	ENSP00000238616.5	Q8TD19
ENSG00000119673.16	ENSP00000238651.5	P49753
ENSG00000119684.16	ENSP00000348020.2	Q9UHC1
ENSG00000119688.21	ENSP00000349396.4	O14678
ENSG00000119723.17	ENSP00000333946.2	Q9Y2Z9
ENSG00000119725.21	ENSP00000451763.2	Q86VK4
ENSG00000119729.12	ENSP00000238738.4	P17081
ENSG00000119865.9	ENSP00000263655.3	Q96F85
ENSG00000119943.13	ENSP00000359607.4	Q8N2H3
ENSG00000119977.22	ENSP00000360261.5	Q6NUS6
ENSG00000120029.13	ENSP00000359050.4	Q5T2E6
ENSG00000120088.15	ENSP00000326060.6	P34998
ENSG00000120318.16	ENSP00000239440.4	Q8WWN8
ENSG00000120437.9	ENSP00000356015.4	Q9BWD1
ENSG00000120451.11	ENSP00000265909.4	Q92543
ENSG00000120539.15	ENSP00000365107.5	Q96GX5
ENSG00000120549.19	ENSP00000365637.3	Q5T5P2
ENSG00000120662.16	ENSP00000368793.3	O75570
ENSG00000120688.9	ENSP00000368801.3	O75554
ENSG00000120697.10	ENSP00000239891.3	Q9Y673
ENSG00000120708.17	ENSP00000416330.2	Q15582
ENSG00000120729.10	ENSP00000239926.4	
ENSG00000120868.14	ENSP00000448165.2	O14727
ENSG00000120885.22	ENSP00000315130.10	P10909
ENSG00000120889.13	ENSP00000276431.4	O14763
ENSG00000120913.24	ENSP00000387084.1	Q96JY6
ENSG00000121064.13	ENSP00000262288.3	Q9HB40
ENSG00000121067.19	ENSP00000425905.1	O43791
ENSG00000121281.13	ENSP00000501053.1	P51828
ENSG00000121310.17	ENSP00000360577.4	Q86YB7
ENSG00000221944.9	ENSP00000386186.3	Q96MW7
ENSG00000121691.7	ENSP00000241052.4	P04040
ENSG00000121753.13	ENSP00000362762.3	O60241
ENSG00000121774.18	ENSP00000313829.7	Q07666
ENSG00000121858.11	ENSP00000241261.2	P50591
ENSG00000121898.13	ENSP00000241305.3	Q8N436
ENSG00000121957.15	ENSP00000264126.3	
ENSG00000122026.11	ENSP00000346027.4	P46778
ENSG00000122085.17	ENSP00000375840.2	Q7Z6M4
ENSG00000122194.19	ENSP00000308938.9	P00747
ENSG00000122224.18	ENSP00000263285.5	Q9HBG7
ENSG00000122367.21	ENSP00000355296.3	O75112
ENSG00000122376.12	ENSP00000298786.3	Q86V20
ENSG00000122390.19	ENSP00000385903.4	Q9H7X0
ENSG00000122406.14	ENSP00000359345.2	P46777
ENSG00000122417.16	ENSP00000433092.2	Q9ULJ1
ENSG00000122483.18	ENSP00000510597.1	Q5T9S5
ENSG00000122484.9	ENSP00000476948.1	Q8IXW5
ENSG00000122507.21	ENSP00000242067.6	Q3SYG4
ENSG00000122515.16	ENSP00000311778.4	Q8NF64
ENSG00000122674.12	ENSP00000325681.6	P86791
ENSG00000122696.14	ENSP00000242275.6	Q9H1U9
ENSG00000122779.18	ENSP00000340507.4	O15164
ENSG00000122862.5	ENSP00000242465.3	P10124
ENSG00000072682.20	ENSP00000353772.3	O15460
ENSG00000123143.13	ENSP00000242783.7	Q16512
ENSG00000123146.20	ENSP00000242786.4	P48960
ENSG00000123178.15	ENSP00000354774.3	Q5W111
ENSG00000123179.14	ENSP00000242827.6	Q9BY08
ENSG00000123243.15	ENSP00000380333.3	
ENSG00000123329.20	ENSP00000377380.3	Q9BRR9
ENSG00000123342.16	ENSP00000313437.4	Q99542
ENSG00000123353.10	ENSP00000243045.5	Q53FV1
ENSG00000123395.15	ENSP00000338990.4	Q9BSB4
ENSG00000123472.13	ENSP00000459167.2	Q5TC12
ENSG00000123737.13	ENSP00000243498.5	Q06265
ENSG00000123815.13	ENSP00000315118.3	Q96D53
ENSG00000123843.13	ENSP00000356045.3	P20851
ENSG00000124006.15	ENSP00000385636.1	O75147
ENSG00000124126.14	ENSP00000361009.3	Q8TCU6
ENSG00000124155.19	ENSP00000279036.6	Q969N2
ENSG00000124164.16	ENSP00000417175.1	O95292
ENSG00000124207.17	ENSP00000262982.2	P55060
ENSG00000124215.17	ENSP00000339390.4	Q8IXH8
ENSG00000124253.11	ENSP00000319814.4	P35558
ENSG00000124299.15	ENSP00000244137.5	P12955
ENSG00000124356.17	ENSP00000377633.2	O95630
ENSG00000124357.13	ENSP00000244204.5	Q9UJ70
ENSG00000124491.16	ENSP00000264870.3	
ENSG00000124523.17	ENSP00000476228.1	Q9NXA8
ENSG00000124570.21	ENSP00000369912.2	P35237
ENSG00000124574.15	ENSP00000361608.4	Q5T3U5
ENSG00000124587.14	ENSP00000303511.8	Q13608
ENSG00000124596.17	ENSP00000416829.2	Q9Y530
ENSG00000124615.20	ENSP00000344794.5	Q9NZB8
ENSG00000124786.12	ENSP00000496368.1	Q9H1N7
ENSG00000124787.14	ENSP00000369391.2	O75818
ENSG00000124831.19	ENSP00000310109.9	Q32MZ4
ENSG00000124839.13	ENSP00000264601.3	Q9H0T7
ENSG00000125089.18	ENSP00000245105.3	Q8TE82
ENSG00000125246.16	ENSP00000342991.4	Q8N0X4
ENSG00000125347.15	ENSP00000245414.4	P10914
ENSG00000125388.20	ENSP00000381129.4	P32298
ENSG00000125447.18	ENSP00000438085.3	Q9NZ52
ENSG00000125457.15	ENSP00000321625.8	A9UHW6
ENSG00000125459.17	ENSP00000245564.3	Q9BUK6
ENSG00000125505.17	ENSP00000245615.1	Q96N66
ENSG00000125611.16	ENSP00000325655.5	Q9BSY4
ENSG00000125630.16	ENSP00000263331.5	Q9H9Y6
ENSG00000125637.16	ENSP00000245796.6	Q8NDX1
ENSG00000125648.15	ENSP00000301454.3	Q9BV35
ENSG00000125730.18	ENSP00000245907.4	P01024
ENSG00000125744.12	ENSP00000245923.3	O75298
ENSG00000125772.14	ENSP00000368305.4	Q9NPB8
ENSG00000125775.15	ENSP00000354013.3	Q9H190
ENSG00000125779.24	ENSP00000477429.2	Q9BZ23
ENSG00000125780.12	ENSP00000370867.5	Q08188
ENSG00000125818.18	ENSP00000338039.6	Q92530
ENSG00000125841.13	ENSP00000371722.2	Q9GZP1
ENSG00000125844.17	ENSP00000367044.1	Q9P2E9
ENSG00000125863.20	ENSP00000246062.4	Q9NPJ1
ENSG00000125869.10	ENSP00000246070.2	Q9UJQ1
ENSG00000125871.14	ENSP00000366939.5	Q9BQP7
ENSG00000125877.13	ENSP00000369456.3	Q9BY32
ENSG00000125912.11	ENSP00000246117.3	Q969V3
ENSG00000125977.7	ENSP00000364119.2	P20042
ENSG00000126001.16	ENSP00000380661.1	Q9BV73
ENSG00000126005.17	ENSP00000489588.1	A0A0U1RRL7
ENSG00000126217.21	ENSP00000440374.2	O15068
ENSG00000126226.22	ENSP00000337405.4	Q5JVF3
ENSG00000126246.10	ENSP00000246532.1	Q9H665
ENSG00000126254.12	ENSP00000262633.3	Q9BTD8
ENSG00000126261.13	ENSP00000246548.3	Q9UBT2
ENSG00000126391.14	ENSP00000319726.4	Q9BZ67
ENSG00000126453.10	ENSP00000246784.4	Q9HB09
ENSG00000126456.16	ENSP00000366344.3	Q14653
ENSG00000126457.22	ENSP00000406162.2	Q99873
ENSG00000126522.17	ENSP00000307188.9	P04424
ENSG00000126524.11	ENSP00000246868.2	Q9Y3A5
ENSG00000126561.18	ENSP00000468749.1	P42229
ENSG00000126581.13	ENSP00000465364.1	Q14457
ENSG00000126602.11	ENSP00000246957.5	Q12931
ENSG00000126698.11	ENSP00000263697.4	O75937
ENSG00000126749.16	ENSP00000470560.1	Q92979
ENSG00000126870.16	ENSP00000384290.3	Q8WVS4
ENSG00000126883.19	ENSP00000352400.5	P35658
ENSG00000126934.15	ENSP00000262948.4	P36507
ENSG00000127220.6	ENSP00000247706.2	Q96I13
ENSG00000127334.11	ENSP00000342105.4	Q92630
ENSG00000127419.17	ENSP00000264771.4	Q9BSA9
ENSG00000127463.16	ENSP00000420608.1	Q8N766
ENSG00000127528.6	ENSP00000248071.5	Q9Y5W3
ENSG00000127586.17	ENSP00000262315.9	Q8WVB6
ENSG00000127616.20	ENSP00000495368.1	P51532
ENSG00000127952.17	ENSP00000352726.3	Q9Y6J8
ENSG00000128039.13	ENSP00000264228.4	Q9H8P0
ENSG00000128050.9	ENSP00000421096.1	P22234
ENSG00000128266.9	ENSP00000478892.1	P19086
ENSG00000128309.17	ENSP00000411719.3	P25325
ENSG00000128340.15	ENSP00000249071.6	P15153
ENSG00000128394.17	ENSP00000309749.5	Q8IUX4
ENSG00000128513.16	ENSP00000350249.3	Q9NUX5
ENSG00000128581.17	ENSP00000320359.4	Q9H7X7
ENSG00000128591.16	ENSP00000327145.8	Q14315
ENSG00000128595.17	ENSP00000249364.4	O43852
ENSG00000128602.11	ENSP00000249373.3	Q99835
ENSG00000128604.20	ENSP00000349770.5	Q13568
ENSG00000128609.16	ENSP00000347988.2	Q16718
ENSG00000128815.20	ENSP00000320563.5	Q6ZS81
ENSG00000128829.12	ENSP00000263791.5	Q9P2K8
ENSG00000128833.13	ENSP00000261839.7	Q9NQX4
ENSG00000128891.16	ENSP00000397515.2	Q9BV29
ENSG00000128928.10	ENSP00000418397.3	P26440
ENSG00000128944.14	ENSP00000249776.8	Q9Y448
ENSG00000129038.16	ENSP00000261921.7	Q08397
ENSG00000129158.11	ENSP00000265965.5	Q9UGK8
ENSG00000129170.10	ENSP00000265968.3	P50461
ENSG00000129197.15	ENSP00000370606.3	Q86UA6
ENSG00000129347.21	ENSP00000320917.9	Q8N9T8
ENSG00000129354.12	ENSP00000250244.5	Q9Y6Q5
ENSG00000129455.16	ENSP00000512260.1	O60259
ENSG00000129467.14	ENSP00000393177.2	Q8NFM4
ENSG00000129484.14	ENSP00000392972.3	Q9UGN5
ENSG00000129518.10	ENSP00000250454.3	Q56P03
ENSG00000129521.15	ENSP00000250457.4	Q9H6Z9
ENSG00000129562.11	ENSP00000250498.4	P61803
ENSG00000129625.13	ENSP00000368959.4	Q00765
ENSG00000129636.13	ENSP00000319918.6	Q8TB96
ENSG00000129646.16	ENSP00000504874.1	Q9H0J4
ENSG00000129667.13	ENSP00000501790.1	Q6PJF5
ENSG00000129925.11	ENSP00000401338.2	Q9HCN3
ENSG00000129933.21	ENSP00000262815.9	Q9Y6X3
ENSG00000129968.17	ENSP00000292577.6	Q96GS6
ENSG00000130023.16	ENSP00000355735.3	Q5T6L9
ENSG00000130024.15	ENSP00000341805.4	Q8WUB8
ENSG00000130158.14	ENSP00000294618.6	Q96HP0
ENSG00000130159.15	ENSP00000270517.6	Q9BQ95
ENSG00000130164.14	ENSP00000454071.1	P01130
ENSG00000130175.10	ENSP00000503163.1	P14314
ENSG00000130177.16	ENSP00000348554.3	Q13042
ENSG00000130208.10	ENSP00000468276.2	P02654
ENSG00000130227.17	ENSP00000252512.9	Q9UIA9
ENSG00000130244.13	ENSP00000252530.4	Q17RN3
ENSG00000130300.9	ENSP00000252590.3	Q9BX97
ENSG00000130303.14	ENSP00000252593.6	Q10589
ENSG00000130309.12	ENSP00000252599.3	Q8NBJ5
ENSG00000130347.13	ENSP00000358059.3	Q8WWV3
ENSG00000072110.16	ENSP00000377941.4	P12814
ENSG00000130413.16	ENSP00000509322.1	Q9BYT3
ENSG00000130433.8	ENSP00000252729.2	Q9BXT2
ENSG00000130511.16	ENSP00000270061.5	Q9BWG4
ENSG00000130528.12	ENSP00000252825.3	P23327
ENSG00000130529.16	ENSP00000252826.4	Q8TD43
ENSG00000130540.14	ENSP00000332565.4	Q9BR01
ENSG00000130560.9	ENSP00000360821.3	Q9BSL1
ENSG00000130635.16	ENSP00000360882.3	P20908
ENSG00000130695.16	ENSP00000417002.3	Q6P2H3
ENSG00000130706.13	ENSP00000253003.2	Q16186
ENSG00000130731.16	ENSP00000445926.2	Q96S19
ENSG00000130733.11	ENSP00000466055.1	Q9BWQ6
ENSG00000130734.10	ENSP00000311318.3	Q86TL0
ENSG00000130755.13	ENSP00000472249.1	O60234
ENSG00000130775.16	ENSP00000363031.3	Q5TEJ8
ENSG00000130787.14	ENSP00000253083.4	O75146
ENSG00000130939.20	ENSP00000343001.6	O95155
ENSG00000130957.5	ENSP00000364486.3	O00757
ENSG00000130958.13	ENSP00000253270.7	Q76EJ3
ENSG00000131018.25	ENSP00000356224.5	Q8NF91
ENSG00000131055.5	ENSP00000365243.3	Q96KJ9
ENSG00000131148.9	ENSP00000253457.3	O43402
ENSG00000131238.18	ENSP00000493153.1	P50897
ENSG00000131351.15	ENSP00000253669.4	Q9BT25
ENSG00000131373.15	ENSP00000323811.5	Q9UJ83
ENSG00000131378.14	ENSP00000334153.4	Q14699
ENSG00000131386.20	ENSP00000344260.5	Q8N3T1
ENSG00000131435.13	ENSP00000253754.3	P50479
ENSG00000131437.16	ENSP00000385808.1	Q9Y496
ENSG00000131459.13	ENSP00000253778.8	O94808
ENSG00000131467.12	ENSP00000466794.1	P61289
ENSG00000131477.11	ENSP00000253796.3	O60895
ENSG00000131507.11	ENSP00000253814.3	Q9BT67
ENSG00000131669.10	ENSP00000364595.4	Q92982
ENSG00000131697.18	ENSP00000367398.4	O75161
ENSG00000131730.16	ENSP00000254035.4	P17540
ENSG00000131746.13	ENSP00000254051.6	Q8IZW8
ENSG00000131748.16	ENSP00000337446.5	Q14849
ENSG00000131778.20	ENSP00000358262.4	Q86WJ1
ENSG00000131876.18	ENSP00000254193.6	P09661
ENSG00000131943.20	ENSP00000313332.9	
ENSG00000131966.14	ENSP00000254286.4	Q9NZ32
ENSG00000132017.11	ENSP00000254337.5	Q66K64
ENSG00000132128.18	ENSP00000477792.1	Q15345
ENSG00000132185.18	ENSP00000236938.7	Q7L513
ENSG00000132199.20	ENSP00000497230.2	Q7L5Y1
ENSG00000132274.16	ENSP00000369299.3	Q8IYM9
ENSG00000132275.11	ENSP00000254605.6	O43159
ENSG00000132286.12	ENSP00000254616.6	Q9Y5J6
ENSG00000132300.19	ENSP00000254630.7	Q96EY7
ENSG00000132305.22	ENSP00000387262.3	Q16891
ENSG00000132323.9	ENSP00000254654.3	Q9H0C8
ENSG00000132329.11	ENSP00000254661.4	O60894
ENSG00000132330.18	ENSP00000254663.7	Q96I15
ENSG00000132356.12	ENSP00000380317.2	Q13131
ENSG00000132394.11	ENSP00000254730.5	P57772
ENSG00000132423.12	ENSP00000254759.3	Q9NZJ6
ENSG00000132463.15	ENSP00000254799.6	Q12849
ENSG00000132471.12	ENSP00000254806.3	Q969T9
ENSG00000132541.11	ENSP00000254878.3	P52758
ENSG00000132561.14	ENSP00000254898.6	O00339
ENSG00000132589.16	ENSP00000378368.3	Q14254
ENSG00000132613.16	ENSP00000341171.6	Q765P7
ENSG00000132677.13	ENSP00000441197.2	
ENSG00000132692.19	ENSP00000331210.4	Q96GW7
ENSG00000132704.16	ENSP00000355157.3	Q96LA5
ENSG00000132716.19	ENSP00000357053.1	Q5TAQ9
ENSG00000132746.16	ENSP00000501254.1	P48448
ENSG00000132824.14	ENSP00000340243.4	Q13530
ENSG00000132849.22	ENSP00000494277.1	Q8NI35
ENSG00000132950.19	ENSP00000337034.4	Q9UJ78
ENSG00000132965.10	ENSP00000369858.3	P20292
ENSG00000158195.11	ENSP00000483313.1	Q9Y6W5
ENSG00000133065.11	ENSP00000356105.3	Q8IVJ1
ENSG00000133106.15	ENSP00000318643.7	Q96J88
ENSG00000133110.15	ENSP00000369071.4	Q15063
ENSG00000133193.13	ENSP00000384832.3	Q969W3
ENSG00000133243.10	ENSP00000255608.3	Q9BX70
ENSG00000133247.14	ENSP00000255613.3	Q86Y97
ENSG00000133313.15	ENSP00000325548.4	Q96KP4
ENSG00000133393.13	ENSP00000255759.6	Q96NB1
ENSG00000133433.11	ENSP00000290765.4	P0CG30
ENSG00000133454.16	ENSP00000334563.8	Q8IUG5
ENSG00000133460.20	ENSP00000326748.8	Q9BYW1
ENSG00000133612.19	ENSP00000380413.2	Q96P47
ENSG00000133687.16	ENSP00000442046.1	Q8IUR5
ENSG00000133706.19	ENSP00000377954.2	Q9P2J5
ENSG00000133789.15	ENSP00000315630.6	Q9UH65
ENSG00000133805.16	ENSP00000379801.2	Q01432
ENSG00000133812.18	ENSP00000256190.8	Q86WG5
ENSG00000133816.18	ENSP00000507067.1	O94851
ENSG00000133858.17	ENSP00000368017.4	O60293
ENSG00000133872.14	ENSP00000256255.6	Q96BY9
ENSG00000133884.10	ENSP00000436901.1	Q92785
ENSG00000133943.21	ENSP00000256324.9	Q7Z3D6
ENSG00000133983.16	ENSP00000374562.5	Q9P0S2
ENSG00000134013.16	ENSP00000373783.3	Q9Y4K0
ENSG00000134057.15	ENSP00000256442.5	P14635
ENSG00000134077.16	ENSP00000395893.2	Q9BV44
ENSG00000134107.5	ENSP00000256495.3	O14503
ENSG00000134108.14	ENSP00000256496.3	Q9NVJ2
ENSG00000134184.13	ENSP00000311469.5	P09488
ENSG00000134198.10	ENSP00000358529.2	O60636
ENSG00000134201.12	ENSP00000256593.3	P46439
ENSG00000134240.12	ENSP00000358414.3	P54868
ENSG00000134262.13	ENSP00000358582.1	Q9Y6B7
ENSG00000134283.18	ENSP00000351066.7	Q8NEY8
ENSG00000134287.10	ENSP00000256682.4	P61204
ENSG00000134294.14	ENSP00000256689.5	Q96QD8
ENSG00000134308.14	ENSP00000238081.3	P27348
ENSG00000134318.15	ENSP00000317985.6	O75116
ENSG00000134324.12	ENSP00000501331.1	Q14693
ENSG00000134333.14	ENSP00000395337.3	P00338
ENSG00000134463.15	ENSP00000368517.4	Q96DC8
ENSG00000134470.21	ENSP00000369312.3	Q13261
ENSG00000134644.16	ENSP00000391723.2	Q14671
ENSG00000134717.18	ENSP00000360664.4	Q96K17
ENSG00000134769.23	ENSP00000405819.2	Q9Y4J8
ENSG00000134815.19	ENSP00000331907.4	Q14147
ENSG00000134851.13	ENSP00000370736.5	Q9HC07
ENSG00000134987.13	ENSP00000424628.3	
ENSG00000134996.12	ENSP00000340836.6	Q92882
ENSG00000135018.14	ENSP00000365576.4	Q9UMX0
ENSG00000135048.14	ENSP00000366243.4	Q9UHN6
ENSG00000135069.14	ENSP00000365773.3	Q9Y617
ENSG00000135124.16	ENSP00000336607.4	Q99571
ENSG00000135218.19	ENSP00000415743.2	P16671
ENSG00000135250.17	ENSP00000377262.3	P78362
ENSG00000135253.16	ENSP00000479679.1	Q6ZWJ8
ENSG00000135269.18	ENSP00000350937.4	Q9UGI8
ENSG00000135317.14	ENSP00000313121.3	Q9Y5W7
ENSG00000135341.18	ENSP00000358335.3	O43318
ENSG00000135365.17	ENSP00000502222.1	Q96BD5
ENSG00000135373.13	ENSP00000257831.3	Q9NZC4
ENSG00000135424.19	ENSP00000257879.7	Q13683
ENSG00000135437.10	ENSP00000257895.6	Q92781
ENSG00000135441.8	ENSP00000447537.1	P78537
ENSG00000135457.11	ENSP00000257915.5	Q12800
ENSG00000135472.9	ENSP00000321951.3	Q9BWQ8
ENSG00000135503.13	ENSP00000257963.4	P36896
ENSG00000135596.18	ENSP00000351664.3	Q8TDZ2
ENSG00000135597.19	ENSP00000392065.2	Q96D71
ENSG00000135605.13	ENSP00000370912.3	P42680
ENSG00000135617.4	ENSP00000258083.2	Q9BSG0
ENSG00000135624.17	ENSP00000258091.5	Q99832
ENSG00000135631.17	ENSP00000489752.1	Q9BXF6
ENSG00000135636.15	ENSP00000386881.3	O75923
ENSG00000135678.12	ENSP00000448517.1	P14384
ENSG00000135720.13	ENSP00000258198.2	O43237
ENSG00000135723.14	ENSP00000258201.4	Q9Y613
ENSG00000135766.9	ENSP00000355601.3	Q9GZT9
ENSG00000135778.12	ENSP00000355587.4	Q9BSD7
ENSG00000135823.14	ENSP00000258301.5	O43752
ENSG00000135838.14	ENSP00000356524.1	Q9BXD5
ENSG00000135870.12	ENSP00000356669.2	Q5TC82
ENSG00000135899.19	ENSP00000258381.6	Q9HB58
ENSG00000135905.20	ENSP00000258390.7	Q96BY6
ENSG00000135916.16	ENSP00000322730.6	Q9NQX7
ENSG00000135919.14	ENSP00000386412.1	P07093
ENSG00000135924.17	ENSP00000338019.5	P25686
ENSG00000135930.15	ENSP00000258416.3	O60573
ENSG00000136003.16	ENSP00000310623.9	Q9H1K1
ENSG00000136011.15	ENSP00000373539.2	Q8WWQ8
ENSG00000136044.12	ENSP00000258530.3	Q8NEU8
ENSG00000136051.15	ENSP00000328062.6	Q2M389
ENSG00000136059.16	ENSP00000373266.2	O15195
ENSG00000136098.17	ENSP00000480328.1	P51956
ENSG00000136141.15	ENSP00000374447.3	Q9Y2L9
ENSG00000136146.15	ENSP00000258648.2	Q9NPJ6
ENSG00000136147.18	ENSP00000367570.3	Q9UIL8
ENSG00000136153.20	ENSP00000366757.4	
ENSG00000136167.15	ENSP00000315757.2	P13796
ENSG00000136235.17	ENSP00000258733.5	Q14956
ENSG00000136240.10	ENSP00000258739.4	P33947
ENSG00000136243.18	ENSP00000258742.5	O15504
ENSG00000136250.12	ENSP00000483783.1	P28039
ENSG00000136270.14	ENSP00000258770.3	Q969Z0
ENSG00000136274.9	ENSP00000420477.2	O15069
ENSG00000136279.21	ENSP00000411701.1	Q9UJU6
ENSG00000136286.16	ENSP00000258787.7	B0I1T2
ENSG00000136381.13	ENSP00000258886.8	P48200
ENSG00000136436.15	ENSP00000258947.3	Q13137
ENSG00000136444.10	ENSP00000258955.2	Q9HA92
ENSG00000136504.13	ENSP00000259021.4	O95251
ENSG00000136573.15	ENSP00000259089.4	P51451
ENSG00000136754.18	ENSP00000365310.3	Q8IZP0
ENSG00000136758.20	ENSP00000365184.3	Q96TA2
ENSG00000136842.14	ENSP00000259365.3	P28289
ENSG00000136856.18	ENSP00000362469.3	Q9NY64
ENSG00000136861.19	ENSP00000343818.4	Q96SN8
ENSG00000136877.15	ENSP00000362344.2	Q05932
ENSG00000136930.13	ENSP00000259457.3	Q99436
ENSG00000136933.17	ENSP00000362639.3	Q7Z6M1
ENSG00000136986.10	ENSP00000259512.3	Q9BUN8
ENSG00000137038.8	ENSP00000350961.4	
ENSG00000137074.20	ENSP00000369145.2	
ENSG00000137076.21	ENSP00000316029.9	Q9Y490
ENSG00000137094.16	ENSP00000507741.1	O75953
ENSG00000137101.14	ENSP00000259633.4	P21854
ENSG00000137103.20	ENSP00000493496.1	A6NDV4
ENSG00000137106.18	ENSP00000313432.6	Q9UBQ7
ENSG00000137154.13	ENSP00000369757.4	P62753
ENSG00000137200.13	ENSP00000362550.4	Q8N1G2
ENSG00000137207.12	ENSP00000361499.2	Q9GZM5
ENSG00000137216.19	ENSP00000327154.6	Q5T3F8
ENSG00000137288.10	ENSP00000476140.1	Q9BRT2
ENSG00000137312.15	ENSP00000365569.3	O75955
ENSG00000137337.16	ENSP00000365588.3	Q14676
ENSG00000137343.18	ENSP00000327832.5	Q5SQI0
ENSG00000137409.21	ENSP00000362730.5	Q9NZJ7
ENSG00000137411.19	ENSP00000502585.1	Q5ST30
ENSG00000137500.10	ENSP00000434724.1	Q9GZT6
ENSG00000137573.14	ENSP00000385704.4	Q8IWU6
ENSG00000137574.11	ENSP00000260129.5	Q96RS0
ENSG00000137693.14	ENSP00000282441.5	P46937
ENSG00000137720.8	ENSP00000260276.3	Q9H5F2
ENSG00000137752.25	ENSP00000433138.1	P29466
ENSG00000137806.10	ENSP00000260361.4	Q9Y375
ENSG00000137814.12	ENSP00000260372.3	Q9NVX0
ENSG00000137818.12	ENSP00000346037.5	P05386
ENSG00000137841.12	ENSP00000260402.3	Q00722
ENSG00000137944.18	ENSP00000260508.4	Q6YP21
ENSG00000137955.16	ENSP00000317473.3	P53611
ENSG00000137959.17	ENSP00000359787.4	Q53G44
ENSG00000137965.11	ENSP00000359783.4	Q8TCB0
ENSG00000138028.17	ENSP00000385452.1	Q99674
ENSG00000138029.14	ENSP00000325136.5	P55084
ENSG00000138030.13	ENSP00000260598.5	P50053
ENSG00000138080.14	ENSP00000369677.4	Q9Y6C2
ENSG00000138095.20	ENSP00000260665.7	P42704
ENSG00000283654.3	ENSP00000489869.1	A0A1B0GTW7
ENSG00000138101.20	ENSP00000384084.3	O60941
ENSG00000138107.13	ENSP00000358921.4	P61163
ENSG00000138119.17	ENSP00000352208.4	Q9NZM1
ENSG00000138162.19	ENSP00000358001.1	O95359
ENSG00000138166.6	ENSP00000358596.3	Q16690
ENSG00000138185.20	ENSP00000360248.4	P49961
ENSG00000138347.17	ENSP00000351790.5	Q86TC9
ENSG00000138356.14	ENSP00000363832.2	Q06278
ENSG00000138382.15	ENSP00000260953.5	Q9NRN9
ENSG00000138400.13	ENSP00000363533.3	Q5I0G3
ENSG00000138430.16	ENSP00000284719.3	Q9NTK5
ENSG00000138448.12	ENSP00000261023.3	P06756
ENSG00000138468.16	ENSP00000377655.2	Q9BQF6
ENSG00000138592.14	ENSP00000302239.4	P40818
ENSG00000138593.9	ENSP00000453854.1	Q93073
ENSG00000138606.20	ENSP00000508579.1	Q7M4L6
ENSG00000138658.16	ENSP00000424737.1	Q86YA3
ENSG00000138674.17	ENSP00000378721.2	O94979
ENSG00000138688.17	ENSP00000505357.1	Q2LD37
ENSG00000138750.16	ENSP00000264883.3	Q7Z3B4
ENSG00000138768.15	ENSP00000444850.2	O60763
ENSG00000138777.20	ENSP00000343885.5	Q9H2U2
ENSG00000138795.10	ENSP00000265165.1	Q9UJU2
ENSG00000138798.13	ENSP00000265171.5	P01133
ENSG00000138867.17	ENSP00000405985.1	Q96NT3
ENSG00000138942.17	ENSP00000320508.5	Q96GF1
ENSG00000138964.17	ENSP00000391583.2	Q9HBI0
ENSG00000139116.19	ENSP00000354878.5	Q7Z4S6
ENSG00000139131.13	ENSP00000320658.8	Q9Y2Z4
ENSG00000139168.9	ENSP00000266529.3	Q8TBF4
ENSG00000139178.12	ENSP00000266542.4	Q9NZP8
ENSG00000139197.11	ENSP00000502374.1	P50542
ENSG00000139278.10	ENSP00000266659.3	P48060
ENSG00000139372.15	ENSP00000376611.3	Q13569
ENSG00000139428.12	ENSP00000445920.1	Q96EY8
ENSG00000139537.11	ENSP00000312706.4	Q8IXS2
ENSG00000139567.13	ENSP00000373574.4	P37023
ENSG00000139613.12	ENSP00000449396.1	Q8TAQ2
ENSG00000139625.13	ENSP00000449038.1	Q12852
ENSG00000139631.20	ENSP00000415485.1	Q9Y600
ENSG00000139648.7	ENSP00000267119.5	Q3SY84
ENSG00000139719.11	ENSP00000267199.3	Q96AX1
ENSG00000140107.12	ENSP00000354886.3	Q6Q0C1
ENSG00000140262.18	ENSP00000331057.6	Q99081
ENSG00000140307.11	ENSP00000379372.2	P52657
ENSG00000140365.16	ENSP00000267935.8	Q9H0A8
ENSG00000140367.12	ENSP00000267938.4	Q8WVN8
ENSG00000140391.15	ENSP00000267970.4	O60637
ENSG00000140396.13	ENSP00000399968.2	Q15596
ENSG00000140403.13	ENSP00000378321.3	Q8WW22
ENSG00000140416.23	ENSP00000385107.4	P09493
ENSG00000140464.20	ENSP00000268058.3	P29590
ENSG00000140474.14	ENSP00000400312.2	Q6PHR2
ENSG00000140506.17	ENSP00000310431.5	Q9HAT1
ENSG00000140521.17	ENSP00000268124.5	P54098
ENSG00000140545.16	ENSP00000268150.8	Q08431
ENSG00000140548.10	ENSP00000268154.3	Q8N1W2
ENSG00000140553.18	ENSP00000407487.2	Q9H3U1
ENSG00000140632.17	ENSP00000322716.6	Q49A26
