gene	n_exons
ENSG00000229485	1
ENSG00000229486	5
ENSG00000229487	2
ENSG00000229491	9
ENSG00000229492	1
ENSG00000229494	6
ENSG00000229495	2
ENSG00000229497	1
ENSG00000229498	3
ENSG00000229500	1
ENSG00000229502	5
ENSG00000229503	1
ENSG00000229505	1
ENSG00000229508	2
ENSG00000229509	1
ENSG00000229511	1
ENSG00000229512	2
ENSG00000229515	1
ENSG00000229518	1
ENSG00000229519	2
ENSG00000229520	2
ENSG00000229521	2
ENSG00000229522	2
ENSG00000229525	4
ENSG00000229526	2
ENSG00000229528	3
ENSG00000229530	2
ENSG00000229531	6
ENSG00000229532	3
ENSG00000229533	2
ENSG00000229534	1
ENSG00000229536	2
ENSG00000229537	4
ENSG00000229539	2
ENSG00000229541	1
ENSG00000229543	2
ENSG00000229544	4
ENSG00000229546	2
ENSG00000229547	1
ENSG00000229549	4
ENSG00000229550	3
ENSG00000229551	1
ENSG00000229553	5
ENSG00000229554	1
ENSG00000229557	3
ENSG00000229558	2
ENSG00000229559	4
ENSG00000229560	2
ENSG00000229562	1
ENSG00000229563	8
ENSG00000229565	2
ENSG00000229567	1
ENSG00000229568	2
ENSG00000229569	2
ENSG00000229570	1
ENSG00000229571	5
ENSG00000229572	1
ENSG00000229578	2
ENSG00000229579	3
ENSG00000229582	2
ENSG00000229585	1
ENSG00000229586	1
ENSG00000229587	2
ENSG00000229588	3
ENSG00000229589	2
ENSG00000229590	1
ENSG00000229591	1
ENSG00000229593	3
ENSG00000229594	3
ENSG00000229595	1
ENSG00000229596	1
ENSG00000229598	1
ENSG00000229599	2
ENSG00000229600	2
ENSG00000229601	1
ENSG00000229603	4
ENSG00000229604	1
ENSG00000229605	1
ENSG00000229606	2
ENSG00000229607	2
ENSG00000229608	7
ENSG00000229609	2
ENSG00000229611	2
ENSG00000229612	1
ENSG00000229613	8
ENSG00000229616	1
ENSG00000229618	18
ENSG00000229619	2
ENSG00000229621	3
ENSG00000229622	2
ENSG00000229623	1
ENSG00000229625	3
ENSG00000229626	1
ENSG00000229627	1
ENSG00000229628	2
ENSG00000229629	1
ENSG00000229630	3
ENSG00000229635	1
ENSG00000229636	1
ENSG00000229637	3
ENSG00000229638	1
ENSG00000229639	2
ENSG00000229641	1
ENSG00000229642	3
ENSG00000229643	3
ENSG00000229644	1
ENSG00000229646	2
ENSG00000229647	2
ENSG00000229648	1
ENSG00000229649	3
ENSG00000229652	1
ENSG00000229654	3
ENSG00000229656	5
ENSG00000229657	1
ENSG00000229658	4
ENSG00000229659	1
ENSG00000229660	2
ENSG00000229661	1
ENSG00000229662	2
ENSG00000229663	1
ENSG00000229664	3
ENSG00000229665	3
ENSG00000229666	2
ENSG00000229667	1
ENSG00000229668	1
ENSG00000229670	1
ENSG00000229671	3
ENSG00000229672	6
ENSG00000229673	2
ENSG00000229674	1
ENSG00000229676	5
ENSG00000229677	1
ENSG00000229679	2
ENSG00000229682	2
ENSG00000229686	1
ENSG00000229687	1
ENSG00000229688	8
ENSG00000229689	2
ENSG00000229690	1
ENSG00000229692	2
ENSG00000229693	1
ENSG00000229694	5
ENSG00000229695	1
ENSG00000229696	1
ENSG00000229697	4
ENSG00000229699	3
ENSG00000229700	1
ENSG00000229701	1
ENSG00000229703	6
ENSG00000229704	1
ENSG00000229707	1
ENSG00000229708	1
ENSG00000229709	5
ENSG00000229711	4
ENSG00000229713	1
ENSG00000229715	4
ENSG00000229716	1
ENSG00000229717	1
ENSG00000229719	4
ENSG00000229720	2
ENSG00000229721	1
ENSG00000229722	2
ENSG00000229723	3
ENSG00000229724	1
ENSG00000229725	3
ENSG00000229727	10
ENSG00000229728	2
ENSG00000229730	1
ENSG00000229731	1
ENSG00000229733	1
ENSG00000229735	1
ENSG00000229738	1
ENSG00000229739	6
ENSG00000229740	2
ENSG00000229742	2
ENSG00000229743	6
ENSG00000229744	1
ENSG00000229745	4
ENSG00000229747	1
ENSG00000229749	1
ENSG00000229750	3
ENSG00000229751	3
ENSG00000229752	1
ENSG00000229753	1
ENSG00000229754	2
ENSG00000229755	2
ENSG00000229756	1
ENSG00000229757	1
ENSG00000229758	1
ENSG00000229759	1
ENSG00000229760	1
ENSG00000229761	1
ENSG00000229762	1
ENSG00000229765	1
ENSG00000229766	10
ENSG00000229769	2
ENSG00000229770	3
ENSG00000229771	2
ENSG00000229774	3
ENSG00000229775	8
ENSG00000229776	4
ENSG00000229779	2
ENSG00000229780	3
ENSG00000229781	1
ENSG00000229782	2
ENSG00000229785	1
ENSG00000229786	1
ENSG00000229788	2
ENSG00000229791	2
ENSG00000229792	2
ENSG00000229794	1
ENSG00000229795	1
ENSG00000229797	3
ENSG00000229798	1
ENSG00000229800	3
ENSG00000229805	2
ENSG00000229806	1
ENSG00000229807	9
ENSG00000229808	1
ENSG00000229809	6
ENSG00000229814	1
ENSG00000229815	2
ENSG00000229816	1
ENSG00000229817	1
ENSG00000229820	1
ENSG00000229821	3
ENSG00000229822	1
ENSG00000229824	1
ENSG00000229826	1
ENSG00000229827	1
ENSG00000229828	11
ENSG00000229829	1
ENSG00000229830	1
ENSG00000229831	1
ENSG00000229832	2
ENSG00000229833	2
ENSG00000229834	1
ENSG00000229835	1
ENSG00000229836	2
ENSG00000229839	8
ENSG00000229840	1
ENSG00000229842	1
ENSG00000229846	3
ENSG00000229847	9
ENSG00000229848	3
ENSG00000229849	4
ENSG00000229852	6
ENSG00000229853	2
ENSG00000229854	2
ENSG00000229855	12
ENSG00000229857	2
ENSG00000229858	1
ENSG00000229859	9
ENSG00000229862	5
ENSG00000229863	1
ENSG00000229865	1
ENSG00000229867	3
ENSG00000229869	3
ENSG00000229870	1
ENSG00000229871	1
ENSG00000229873	2
ENSG00000229875	1
ENSG00000229876	3
ENSG00000229877	2
ENSG00000229878	1
ENSG00000229880	1
ENSG00000229881	1
ENSG00000229882	1
ENSG00000229885	1
ENSG00000229886	3
ENSG00000229887	1
ENSG00000229890	1
ENSG00000229891	2
ENSG00000229892	2
ENSG00000229893	3
ENSG00000229894	1
ENSG00000229896	3
ENSG00000229897	2
ENSG00000229899	1
ENSG00000229900	1
ENSG00000229901	2
ENSG00000229905	2
ENSG00000229906	1
ENSG00000229907	2
ENSG00000229909	2
ENSG00000229910	2
ENSG00000229911	1
ENSG00000229912	3
ENSG00000229913	2
ENSG00000229914	1
ENSG00000229915	2
ENSG00000229917	1
ENSG00000229918	3
ENSG00000229919	1
ENSG00000229920	1
ENSG00000229921	6
ENSG00000229922	3
ENSG00000229923	2
ENSG00000229924	7
ENSG00000229925	2
ENSG00000229926	8
ENSG00000229927	1
ENSG00000229928	2
ENSG00000229930	3
ENSG00000229931	3
ENSG00000229932	1
ENSG00000229935	1
ENSG00000229937	1
ENSG00000229938	2
ENSG00000229939	1
ENSG00000229940	3
ENSG00000229941	5
ENSG00000229943	2
ENSG00000229944	1
ENSG00000229946	1
ENSG00000229947	1
ENSG00000229948	3
ENSG00000229949	2
ENSG00000229950	4
ENSG00000229951	3
ENSG00000229953	2
ENSG00000229954	2
ENSG00000229955	2
ENSG00000229956	37
ENSG00000229957	2
ENSG00000229960	5
ENSG00000229961	5
ENSG00000229962	2
ENSG00000229964	2
ENSG00000229965	1
ENSG00000229967	7
ENSG00000229968	2
ENSG00000229969	2
ENSG00000229971	2
ENSG00000229972	7
ENSG00000229975	1
ENSG00000229976	2
ENSG00000229977	1
ENSG00000229978	3
ENSG00000229979	1
ENSG00000229980	7
ENSG00000229981	41
ENSG00000229982	2
ENSG00000229983	4
ENSG00000229985	1
ENSG00000229986	2
ENSG00000229988	3
ENSG00000229989	4
ENSG00000229990	2
ENSG00000229991	1
ENSG00000229992	1
ENSG00000229994	1
ENSG00000229996	2
ENSG00000229999	5
ENSG00000230000	3
ENSG00000230001	2
ENSG00000230002	2
ENSG00000230003	1
ENSG00000230005	2
ENSG00000230006	18
ENSG00000230009	1
ENSG00000230010	6
ENSG00000230011	7
ENSG00000230013	2
ENSG00000230014	2
ENSG00000230015	1
ENSG00000230018	1
ENSG00000230019	2
ENSG00000230020	2
ENSG00000230021	16
ENSG00000230022	1
ENSG00000230023	3
ENSG00000230025	3
ENSG00000230026	1
ENSG00000230027	2
ENSG00000230029	1
ENSG00000230030	2
ENSG00000230031	11
ENSG00000230033	2
ENSG00000230035	4
ENSG00000230037	1
ENSG00000230039	1
ENSG00000230040	3
ENSG00000230042	1
ENSG00000230044	1
ENSG00000230045	4
ENSG00000230046	1
ENSG00000230047	1
ENSG00000230051	4
ENSG00000230052	1
ENSG00000230053	1
ENSG00000230054	3
ENSG00000230056	1
ENSG00000230061	4
ENSG00000230062	6
ENSG00000230063	2
ENSG00000230065	2
ENSG00000230066	7
ENSG00000230067	2
ENSG00000230068	2
ENSG00000230069	2
ENSG00000230071	1
ENSG00000230073	4
ENSG00000230074	2
ENSG00000230076	1
ENSG00000230077	1
ENSG00000230079	2
ENSG00000230080	1
ENSG00000230081	2
ENSG00000230082	3
ENSG00000230083	1
ENSG00000230084	5
ENSG00000230086	1
ENSG00000230087	1
ENSG00000230088	1
ENSG00000230090	8
ENSG00000230091	7
ENSG00000230092	4
ENSG00000230096	4
ENSG00000230097	1
ENSG00000230098	2
ENSG00000230099	2
ENSG00000230100	2
ENSG00000230101	1
ENSG00000230102	19
ENSG00000230104	1
ENSG00000230105	2
ENSG00000230106	1
ENSG00000230107	4
ENSG00000230109	5
ENSG00000230111	1
ENSG00000230112	1
ENSG00000230113	2
ENSG00000230114	4
ENSG00000230115	4
ENSG00000230116	1
ENSG00000230118	1
ENSG00000230119	1
ENSG00000230120	2
ENSG00000230121	3
ENSG00000230122	3
ENSG00000230123	4
ENSG00000230124	15
ENSG00000230125	1
ENSG00000230126	2
ENSG00000230130	1
ENSG00000230131	6
ENSG00000230132	1
ENSG00000230133	4
ENSG00000230137	1
ENSG00000230138	2
ENSG00000230140	4
ENSG00000230142	4
ENSG00000230146	1
ENSG00000230147	1
ENSG00000230148	6
ENSG00000230149	3
ENSG00000230153	4
ENSG00000230154	1
ENSG00000230155	5
ENSG00000230156	3
ENSG00000230157	1
ENSG00000230158	1
ENSG00000230159	2
ENSG00000230160	2
ENSG00000230161	1
ENSG00000230162	4
ENSG00000230163	2
ENSG00000230164	1
ENSG00000230165	2
ENSG00000230166	1
ENSG00000230169	1
ENSG00000230170	1
ENSG00000230171	1
ENSG00000230172	2
ENSG00000230173	4
ENSG00000230174	2
ENSG00000230175	1
ENSG00000230176	3
ENSG00000230177	2
ENSG00000230178	1
ENSG00000230180	1
ENSG00000230182	1
ENSG00000230183	1
ENSG00000230184	2
ENSG00000230185	6
ENSG00000230186	4
ENSG00000230187	2
ENSG00000230188	1
ENSG00000230189	7
ENSG00000230190	2
ENSG00000230191	1
ENSG00000230192	1
ENSG00000230194	1
ENSG00000230196	1
ENSG00000230197	4
ENSG00000230198	1
ENSG00000230199	1
ENSG00000230201	1
ENSG00000230202	1
ENSG00000230203	2
ENSG00000230204	1
ENSG00000230205	2
ENSG00000230207	1
ENSG00000230208	1
ENSG00000230212	6
ENSG00000230213	1
ENSG00000230214	1
ENSG00000230215	2
ENSG00000230216	1
ENSG00000230219	1
ENSG00000230221	1
ENSG00000230223	4
ENSG00000230224	1
ENSG00000230225	1
ENSG00000230226	2
ENSG00000230227	1
ENSG00000230228	1
ENSG00000230229	2
ENSG00000230231	4
ENSG00000230233	3
ENSG00000230234	2
ENSG00000230237	2
ENSG00000230239	3
ENSG00000230240	2
ENSG00000230241	3
ENSG00000230243	1
ENSG00000230244	1
ENSG00000230245	1
ENSG00000230246	7
ENSG00000230247	2
ENSG00000230248	2
ENSG00000230249	2
ENSG00000230250	3
ENSG00000230251	1
ENSG00000230252	1
ENSG00000230256	1
ENSG00000230257	5
ENSG00000230258	10
ENSG00000230260	2
ENSG00000230261	1
ENSG00000230262	3
ENSG00000230265	1
ENSG00000230266	2
ENSG00000230267	30
ENSG00000230268	1
ENSG00000230269	3
ENSG00000230271	1
ENSG00000230273	2
ENSG00000230274	1
ENSG00000230275	1
ENSG00000230276	1
ENSG00000230280	1
ENSG00000230282	2
ENSG00000230283	1
ENSG00000230284	1
ENSG00000230285	2
ENSG00000230286	2
ENSG00000230287	1
ENSG00000230289	1
ENSG00000230290	2
ENSG00000230291	1
ENSG00000230292	4
ENSG00000230294	4
ENSG00000230295	3
ENSG00000230298	2
ENSG00000230299	1
ENSG00000230300	2
ENSG00000230301	1
ENSG00000230302	1
ENSG00000230303	6
ENSG00000230304	2
ENSG00000230305	2
ENSG00000230306	1
ENSG00000230307	1
ENSG00000230309	2
ENSG00000230310	2
ENSG00000230311	1
ENSG00000230312	1
ENSG00000230313	2
ENSG00000230314	6
ENSG00000230316	7
ENSG00000230317	9
ENSG00000230318	1
ENSG00000230319	4
ENSG00000230320	1
ENSG00000230321	2
ENSG00000230322	2
ENSG00000230323	5
ENSG00000230324	4
ENSG00000230325	1
ENSG00000230326	1
ENSG00000230327	1
ENSG00000230328	2
ENSG00000230330	1
ENSG00000230331	2
ENSG00000230333	22
ENSG00000230335	1
ENSG00000230337	3
ENSG00000230338	1
ENSG00000230339	1
ENSG00000230342	14
ENSG00000230343	1
ENSG00000230345	2
ENSG00000230347	3
ENSG00000230350	1
ENSG00000230352	2
ENSG00000230353	1
ENSG00000230355	1
ENSG00000230356	1
ENSG00000230358	5
ENSG00000230359	1
ENSG00000230360	1
ENSG00000230361	1
ENSG00000230362	1
ENSG00000230364	1
ENSG00000230365	2
ENSG00000230366	7
ENSG00000230368	6
ENSG00000230370	1
ENSG00000230371	1
ENSG00000230372	3
ENSG00000230373	9
ENSG00000230375	6
ENSG00000230376	1
ENSG00000230377	1
ENSG00000230379	4
ENSG00000230381	2
ENSG00000230383	1
ENSG00000230384	1
ENSG00000230386	3
ENSG00000230387	1
ENSG00000230390	4
ENSG00000230391	1
ENSG00000230392	4
ENSG00000230393	4
ENSG00000230394	2
ENSG00000230395	3
ENSG00000230397	1
ENSG00000230398	1
ENSG00000230399	1
ENSG00000230400	5
ENSG00000230401	3
ENSG00000230402	3
ENSG00000230403	2
ENSG00000230404	2
ENSG00000230405	1
ENSG00000230406	1
ENSG00000230407	1
ENSG00000230408	4
ENSG00000230409	1
ENSG00000230411	1
ENSG00000230412	1
ENSG00000230415	3
ENSG00000230416	1
ENSG00000230417	21
ENSG00000230418	1
ENSG00000230423	2
ENSG00000230424	2
ENSG00000230425	4
ENSG00000230426	3
ENSG00000230427	2
ENSG00000230428	3
ENSG00000230430	3
ENSG00000230432	4
ENSG00000230433	2
ENSG00000230434	2
ENSG00000230435	3
ENSG00000230437	2
ENSG00000230438	4
ENSG00000230439	2
ENSG00000230440	2
ENSG00000230442	11
ENSG00000230444	1
ENSG00000230445	4
ENSG00000230447	3
ENSG00000230448	7
ENSG00000230449	1
ENSG00000230450	1
ENSG00000230451	1
ENSG00000230452	2
ENSG00000230453	18
ENSG00000230454	2
ENSG00000230457	1
ENSG00000230458	1
ENSG00000230459	1
ENSG00000230461	29
ENSG00000230465	1
ENSG00000230468	8
ENSG00000230469	1
ENSG00000230470	2
ENSG00000230471	3
ENSG00000230472	7
ENSG00000230474	1
ENSG00000230476	9
ENSG00000230477	1
ENSG00000230478	1
ENSG00000230479	2
ENSG00000230480	1
ENSG00000230481	2
ENSG00000230482	1
ENSG00000230484	1
ENSG00000230485	3
ENSG00000230487	6
ENSG00000230489	3
ENSG00000230490	11
ENSG00000230491	1
ENSG00000230492	4
ENSG00000230495	1
ENSG00000230496	1
ENSG00000230497	1
ENSG00000230498	4
ENSG00000230499	2
ENSG00000230500	4
ENSG00000230501	7
ENSG00000230502	1
ENSG00000230506	2
ENSG00000230507	1
ENSG00000230508	1
ENSG00000230510	7
ENSG00000230513	5
ENSG00000230515	2
ENSG00000230516	2
ENSG00000230519	1
ENSG00000230520	1
ENSG00000230521	3
ENSG00000230522	2
ENSG00000230523	3
ENSG00000230524	14
ENSG00000230525	7
ENSG00000230526	2
ENSG00000230528	7
ENSG00000230529	2
ENSG00000230530	2
ENSG00000230531	1
ENSG00000230532	2
ENSG00000230533	7
ENSG00000230534	7
ENSG00000230535	1
ENSG00000230536	2
ENSG00000230537	3
ENSG00000230538	2
ENSG00000230539	3
ENSG00000230542	4
ENSG00000230543	1
ENSG00000230546	1
ENSG00000230547	1
ENSG00000230548	1
ENSG00000230549	1
ENSG00000230550	2
ENSG00000230552	9
ENSG00000230555	2
ENSG00000230556	1
ENSG00000230558	2
ENSG00000230559	1
ENSG00000230561	10
ENSG00000230562	1
ENSG00000230563	3
ENSG00000230564	1
ENSG00000230565	4
ENSG00000230568	1
ENSG00000230569	3
ENSG00000230570	1
ENSG00000230571	1
ENSG00000230572	12
ENSG00000230573	2
ENSG00000230575	2
ENSG00000230576	1
ENSG00000230578	2
ENSG00000230580	1
ENSG00000230581	1
ENSG00000230583	12
ENSG00000230584	1
ENSG00000230585	1
ENSG00000230587	2
ENSG00000230589	1
ENSG00000230590	23
ENSG00000230592	1
ENSG00000230593	1
ENSG00000230594	3
ENSG00000230595	1
ENSG00000230596	1
ENSG00000230597	2
ENSG00000230598	1
ENSG00000230599	2
ENSG00000230600	2
ENSG00000230601	5
ENSG00000230603	2
ENSG00000230604	1
ENSG00000230605	1
ENSG00000230606	7
ENSG00000230607	1
ENSG00000230609	1
ENSG00000230611	1
ENSG00000230612	6
ENSG00000230613	2
ENSG00000230614	1
ENSG00000230615	24
ENSG00000230617	1
ENSG00000230618	1
ENSG00000230621	1
ENSG00000230622	1
ENSG00000230623	9
ENSG00000230626	2
ENSG00000230627	2
ENSG00000230628	2
ENSG00000230629	1
ENSG00000230630	5
ENSG00000230631	2
ENSG00000230634	1
ENSG00000230635	3
ENSG00000230636	1
ENSG00000230637	4
ENSG00000230638	1
ENSG00000230639	1
ENSG00000230641	2
ENSG00000230643	1
ENSG00000230645	3
ENSG00000230646	1
ENSG00000230647	5
ENSG00000230648	1
ENSG00000230649	4
ENSG00000230650	1
ENSG00000230651	4
ENSG00000230654	1
ENSG00000230655	1
ENSG00000230657	4
ENSG00000230658	3
ENSG00000230659	1
ENSG00000230661	2
ENSG00000230662	1
ENSG00000230663	5
ENSG00000230665	2
ENSG00000230666	9
ENSG00000230667	1
ENSG00000230668	3
ENSG00000230671	1
ENSG00000230673	1
ENSG00000230676	3
ENSG00000230679	1
ENSG00000230680	4
ENSG00000230681	2
ENSG00000230682	1
ENSG00000230683	1
ENSG00000230684	2
ENSG00000230686	2
ENSG00000230687	2
ENSG00000230690	4
ENSG00000230691	1
ENSG00000230694	2
ENSG00000230695	2
ENSG00000230696	2
ENSG00000230697	1
ENSG00000230698	1
ENSG00000230699	3
ENSG00000230701	1
ENSG00000230702	1
ENSG00000230703	1
ENSG00000230704	1
ENSG00000230706	1
ENSG00000230707	1
ENSG00000230709	3
ENSG00000230710	4
ENSG00000230711	1
ENSG00000230712	5
ENSG00000230714	2
ENSG00000230715	1
ENSG00000230716	1
ENSG00000230718	1
ENSG00000230720	2
ENSG00000230721	1
ENSG00000230724	11
ENSG00000230725	6
ENSG00000230727	6
ENSG00000230728	2
ENSG00000230729	2
ENSG00000230730	2
ENSG00000230731	3
ENSG00000230732	2
ENSG00000230733	2
ENSG00000230734	1
ENSG00000230735	4
ENSG00000230737	2
ENSG00000230739	6
ENSG00000230741	2
ENSG00000230746	2
ENSG00000230747	2
ENSG00000230748	1
ENSG00000230749	3
ENSG00000230750	1
ENSG00000230751	2
ENSG00000230753	5
ENSG00000230755	1
ENSG00000230756	1
ENSG00000230757	2
ENSG00000230758	1
ENSG00000230759	2
ENSG00000230764	1
ENSG00000230768	10
ENSG00000230769	1
ENSG00000230772	1
ENSG00000230773	16
ENSG00000230777	1
ENSG00000230778	1
ENSG00000230779	1
ENSG00000230781	3
ENSG00000230782	5
ENSG00000230783	2
ENSG00000230785	2
ENSG00000230787	1
ENSG00000230788	2
ENSG00000230789	2
ENSG00000230790	3
ENSG00000230793	1
ENSG00000230794	2
ENSG00000230795	4
ENSG00000230796	2
ENSG00000230797	2
ENSG00000230798	4
ENSG00000230799	1
ENSG00000230801	1
ENSG00000230803	3
ENSG00000230804	1
ENSG00000230805	7
ENSG00000230806	5
ENSG00000230807	1
ENSG00000230809	1
ENSG00000230813	2
ENSG00000230814	5
ENSG00000230815	2
ENSG00000230817	12
ENSG00000230818	1
ENSG00000230819	1
ENSG00000230820	2
ENSG00000230821	1
ENSG00000230823	1
ENSG00000230825	5
ENSG00000230826	2
ENSG00000230828	1
ENSG00000230829	1
ENSG00000230830	2
ENSG00000230831	2
ENSG00000230832	1
ENSG00000230833	1
ENSG00000230834	2
ENSG00000230835	1
ENSG00000230836	2
ENSG00000230837	1
ENSG00000230838	2
ENSG00000230839	4
ENSG00000230840	1
ENSG00000230841	1
ENSG00000230843	2
ENSG00000230844	2
ENSG00000230845	5
ENSG00000230846	1
ENSG00000230847	5
ENSG00000230848	2
ENSG00000230849	1
ENSG00000230851	1
ENSG00000230852	2
ENSG00000230853	1
ENSG00000230854	5
ENSG00000230859	1
ENSG00000230860	1
ENSG00000230863	1
ENSG00000230864	7
ENSG00000230865	2
ENSG00000230866	3
ENSG00000230867	1
ENSG00000230869	7
ENSG00000230870	1
ENSG00000230871	2
ENSG00000230872	5
ENSG00000230873	6
ENSG00000230876	8
ENSG00000230879	1
ENSG00000230881	2
ENSG00000230882	1
ENSG00000230886	1
ENSG00000230889	1
ENSG00000230891	8
ENSG00000230894	3
ENSG00000230896	2
ENSG00000230897	1
ENSG00000230898	2
ENSG00000230899	5
ENSG00000230902	1
ENSG00000230904	1
ENSG00000230908	4
ENSG00000230910	3
ENSG00000230911	1
ENSG00000230912	2
ENSG00000230913	1
ENSG00000230914	3
ENSG00000230916	1
ENSG00000230918	2
ENSG00000230920	3
ENSG00000230921	2
ENSG00000230922	3
ENSG00000230923	6
ENSG00000230926	5
ENSG00000230927	7
ENSG00000230928	2
ENSG00000230929	1
ENSG00000230931	1
ENSG00000230932	1
ENSG00000230934	1
ENSG00000230935	1
ENSG00000230936	1
ENSG00000230937	7
ENSG00000230939	2
ENSG00000230941	2
ENSG00000230942	2
ENSG00000230943	5
ENSG00000230944	2
ENSG00000230945	2
ENSG00000230946	1
ENSG00000230947	2
ENSG00000230948	1
ENSG00000230950	1
ENSG00000230951	2
ENSG00000230952	2
ENSG00000230953	1
ENSG00000230956	1
ENSG00000230958	2
ENSG00000230960	3
ENSG00000230962	6
ENSG00000230964	1
ENSG00000230965	1
ENSG00000230967	3
ENSG00000230968	2
ENSG00000230969	3
ENSG00000230970	3
ENSG00000230971	2
ENSG00000230972	5
ENSG00000230973	1
ENSG00000230975	5
ENSG00000230977	2
ENSG00000230978	6
ENSG00000230979	1
ENSG00000230980	1
ENSG00000230982	1
ENSG00000230986	1
ENSG00000230987	1
ENSG00000230988	1
ENSG00000230989	3
ENSG00000230990	9
ENSG00000230991	2
ENSG00000230992	1
ENSG00000230993	1
ENSG00000230994	1
ENSG00000230997	1
ENSG00000230999	1
ENSG00000231001	1
ENSG00000231004	1
ENSG00000231005	1
ENSG00000231006	1
ENSG00000231007	1
ENSG00000231009	8
ENSG00000231010	2
ENSG00000231011	1
ENSG00000231013	3
ENSG00000231015	2
ENSG00000231017	1
ENSG00000231018	1
ENSG00000231019	5
ENSG00000231020	1
ENSG00000231022	1
ENSG00000231023	6
ENSG00000231024	2
ENSG00000231026	1
ENSG00000231028	13
ENSG00000231029	1
ENSG00000231031	9
ENSG00000231032	1
ENSG00000231034	1
ENSG00000231035	1
ENSG00000231039	2
ENSG00000231040	6
ENSG00000231043	2
ENSG00000231046	3
ENSG00000231047	1
ENSG00000231049	1
ENSG00000231050	2
ENSG00000231051	1
ENSG00000231052	2
ENSG00000231053	2
ENSG00000231054	1
ENSG00000231056	2
ENSG00000231057	10
ENSG00000231058	3
ENSG00000231060	2
ENSG00000231061	7
ENSG00000231062	2
ENSG00000231063	1
ENSG00000231064	11
ENSG00000231066	1
ENSG00000231068	1
ENSG00000231069	1
ENSG00000231070	2
ENSG00000231071	2
ENSG00000231072	1
ENSG00000231073	3
ENSG00000231074	8
ENSG00000231078	3
ENSG00000231079	7
ENSG00000231080	2
ENSG00000231081	2
ENSG00000231082	3
ENSG00000231083	3
ENSG00000231084	1
ENSG00000231086	1
ENSG00000231087	2
ENSG00000231090	2
ENSG00000231092	2
ENSG00000231093	2
ENSG00000231095	1
ENSG00000231096	1
ENSG00000231098	2
ENSG00000231099	2
ENSG00000231100	2
ENSG00000231102	2
ENSG00000231103	4
ENSG00000231104	4
ENSG00000231105	4
ENSG00000231106	2
ENSG00000231107	4
ENSG00000231108	1
ENSG00000231110	2
ENSG00000231112	1
ENSG00000231113	5
ENSG00000231114	3
ENSG00000231119	2
ENSG00000231120	1
ENSG00000231122	2
ENSG00000231123	1
ENSG00000231124	1
ENSG00000231125	2
ENSG00000231128	4
ENSG00000231130	4
ENSG00000231131	5
ENSG00000231132	3
ENSG00000231133	2
ENSG00000231134	2
ENSG00000231136	1
ENSG00000231137	2
ENSG00000231138	2
ENSG00000231139	2
ENSG00000231140	2
ENSG00000231141	2
ENSG00000231143	2
ENSG00000231144	1
ENSG00000231147	8
ENSG00000231148	1
ENSG00000231149	2
ENSG00000231150	8
ENSG00000231152	1
ENSG00000231153	1
ENSG00000231154	4
ENSG00000231156	2
ENSG00000231158	1
ENSG00000231159	9
ENSG00000231160	12
ENSG00000231162	1
ENSG00000231163	10
ENSG00000231164	1
ENSG00000231165	1
ENSG00000231166	1
ENSG00000231167	1
ENSG00000231169	1
ENSG00000231170	4
ENSG00000231171	6
ENSG00000231172	3
ENSG00000231173	2
ENSG00000231175	5
ENSG00000231177	1
ENSG00000231178	2
ENSG00000231181	1
ENSG00000231183	3
ENSG00000231184	1
ENSG00000231185	11
ENSG00000231187	4
ENSG00000231188	4
ENSG00000231189	3
ENSG00000231192	1
ENSG00000231193	2
ENSG00000231194	1
ENSG00000231195	1
ENSG00000231198	1
ENSG00000231199	1
ENSG00000231200	5
ENSG00000231201	3
ENSG00000231202	1
ENSG00000231203	1
ENSG00000231204	7
ENSG00000231205	9
ENSG00000231206	1
ENSG00000231207	2
ENSG00000231208	3
ENSG00000231210	4
ENSG00000231211	1
ENSG00000231212	3
ENSG00000231213	9
ENSG00000231216	14
ENSG00000231217	3
ENSG00000231219	2
ENSG00000231221	3
ENSG00000231222	1
ENSG00000231226	4
ENSG00000231227	2
ENSG00000231228	1
ENSG00000231231	6
ENSG00000231232	1
ENSG00000231233	2
ENSG00000231234	1
ENSG00000231235	1
ENSG00000231236	4
ENSG00000231237	1
ENSG00000231238	2
ENSG00000231240	2
ENSG00000231241	1
ENSG00000231243	3
